City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Description
349,Darab,IR,28.7519,54.5444,8.34,44,0,0.39,clear sky
350,Pontian Kecil,MY,1.4801,103.3899,27.78,78,20,2.06,few clouds
351,Hervey Bay,AU,-25.2986,152.8535,30.0,56,55,2.24,broken clouds
352,Nelson Bay,AU,-32.7167,152.15,29.44,61,0,6.69,clear sky
353,La Ronge,CA,55.1001,-105.2842,-18.0,78,100,4.12,overcast clouds
354,Yerbogachen,RU,61.2767,108.0108,-28.55,86,80,0.42,broken clouds
355,Honningsvag,NO,70.9821,25.9704,-0.77,90,100,7.66,overcast clouds
356,Ilulissat,GL,69.2167,-51.1,-16.0,39,40,10.29,scattered clouds
357,Zhob,PK,31.3411,69.4481,5.66,58,0,2.33,clear sky
358,San Rafael,AR,-34.6177,-68.3301,23.16,28,0,2.25,clear sky
359,Honiara,SB,-9.4333,159.95,29.36,70,5,3.28,clear sky
360,Huangnihe,CN,43.5583,128.0239,-3.73,91,32,2.13,scattered clouds
361,Wadi Maliz,TN,36.4681,8.5495,5.0,93,20,0.51,few clouds
362,Kahului,US,20.8947,-156.47,22.0,60,90,5.66,overcast clouds
363,San Quintin,MX,30.4833,-115.95,14.03,74,68,5.36,broken clouds
364,San Cristobal,VE,7.7669,-72.225,20.25,71,66,0.51,broken clouds
365,Colon,PA,9.3592,-79.9014,26.11,85,89,2.24,overcast clouds
366,Chanika,TZ,-5.4167,38.0167,18.83,98,35,0.63,scattered clouds
367,Russell,US,32.3502,-85.1999,12.0,62,90,1.54,overcast clouds
368,Ngunguru,NZ,-35.6167,174.5,24.44,65,100,3.13,overcast clouds
369,Kununurra,AU,-15.7667,128.7333,33.0,70,40,3.09,light rain
370,Juneau,US,58.3019,-134.4197,-0.56,86,75,1.82,broken clouds
371,Svobodnyy,RU,51.4,128.1333,-23.72,88,99,2.62,overcast clouds
372,Gander,CA,48.9682,-54.5906,1.0,100,90,2.57,light intensity drizzle
373,Union,US,40.6334,-74.2663,2.0,55,1,1.54,clear sky
374,Lavrentiya,RU,65.5833,-171.0,-22.0,89,100,8.01,light snow
375,Vanavara,RU,60.34,102.2797,-23.65,90,89,1.38,overcast clouds
376,Chandbali,IN,20.7833,86.7667,21.3,42,0,2.58,clear sky
377,Ust-Kuyga,RU,70.0167,135.6,-31.1,83,17,3.06,few clouds
378,Chilca,PE,-12.5211,-76.7372,22.78,83,20,5.66,few clouds
379,Mazagao,BR,-0.115,-51.2894,25.0,100,75,2.06,broken clouds
380,Bertoua,CM,4.5833,13.6833,17.42,37,0,0.94,clear sky
381,Chingirlau,KZ,51.095,54.0814,1.2,97,100,4.42,overcast clouds
382,Santo Estevao,BR,-12.4303,-39.2514,22.81,82,0,2.42,clear sky
383,Acari,PE,-15.4311,-74.6158,22.14,68,100,1.01,overcast clouds
384,Kachug,RU,53.9606,105.8817,-12.2,90,99,3.56,overcast clouds
385,Puli,TW,23.9664,120.9695,23.0,56,20,1.54,haze
386,Tahta,EG,26.7693,31.5021,12.0,76,0,3.09,clear sky
387,Terrace Bay,CA,48.7834,-87.1,0.0,93,100,2.06,light snow
388,Bhag,PK,29.0415,67.8239,15.01,31,0,0.59,clear sky
389,Colares,PT,38.7992,-9.4469,11.11,100,90,2.57,light rain
390,Fort Nelson,CA,58.8053,-122.7002,-26.0,76,90,1.03,overcast clouds
391,Alta Floresta,BR,-9.8756,-56.0861,22.91,94,100,0.51,overcast clouds
392,Olinda,BR,-8.0089,-34.8553,26.0,73,40,2.06,scattered clouds
393,Marzuq,YE,14.4,46.4667,12.17,60,0,1.44,clear sky
394,Carndonagh,IE,55.25,-7.2667,4.87,94,100,2.61,overcast clouds
395,Inirida,CO,3.8653,-67.9239,24.21,89,95,0.96,overcast clouds
396,Nagato,JP,34.3833,131.2,9.44,76,40,2.57,scattered clouds
397,Iwanai,JP,42.9744,140.5089,-5.66,91,100,8.8,light snow
398,Gourcy,BF,13.2167,-2.35,22.19,20,0,4.07,clear sky
399,Mezen,RU,65.8522,44.24,-19.66,90,100,5.88,overcast clouds
400,Yulara,AU,-25.2406,130.9889,21.0,60,90,6.69,overcast clouds
401,Maceio,BR,-9.6658,-35.7353,24.0,94,0,1.54,clear sky
402,Alofi,NU,-19.0595,-169.9187,28.0,78,90,3.6,light rain
403,Ullapool,GB,57.8987,-5.1604,1.11,39,100,10.28,snow
404,Boyuibe,BO,-20.4167,-63.2833,18.16,77,12,2.34,few clouds
405,Porto Belo,BR,-27.1578,-48.5531,23.0,94,0,2.03,clear sky
406,Evensk,RU,61.95,159.2333,-16.83,89,100,8.04,overcast clouds
407,Los Llanos De Aridane,ES,28.6585,-17.9182,14.0,62,20,1.54,few clouds
408,Cabra,ES,37.4725,-4.4421,11.11,81,93,3.63,overcast clouds
409,Matay,EG,28.419,30.7792,12.7,90,0,4.81,clear sky
410,Letlhakane,BW,-21.4167,25.5833,21.82,85,97,2.5,light rain
411,Mar Del Plata,AR,-38.0023,-57.5575,17.78,77,75,4.12,mist
412,Cooma,AU,-36.2333,149.1333,25.0,47,90,7.72,overcast clouds
413,Mandurah,AU,-32.55,115.7,22.78,39,0,0.89,clear sky
414,Chernyshevskiy,RU,63.0128,112.4714,-35.12,85,99,1.36,overcast clouds
415,Yen Bai,VN,21.7,104.8667,19.07,83,100,1.13,overcast clouds
416,Oksfjord,NO,70.2396,22.3479,-1.67,80,100,2.06,snow
417,Salamanca,ES,40.8333,-6.0,5.56,10,100,3.55,overcast clouds
418,Katherine,AU,-14.4667,132.2667,30.0,70,75,3.6,broken clouds
419,Port-Gentil,GA,-0.7193,8.7815,27.25,79,95,2.01,overcast clouds
420,Comodoro Rivadavia,AR,-45.8667,-67.5,23.0,56,0,1.54,clear sky
421,Carauari,BR,-4.8828,-66.8958,24.17,96,100,0.59,overcast clouds
422,Oktyabrskiy,RU,54.4815,53.471,1.01,94,100,3.39,overcast clouds
423,Zhangjiakou,CN,40.81,114.8794,0.87,72,0,3.85,clear sky
424,Visnes,NO,59.3556,5.2242,-4.44,53,16,5.14,few clouds
425,Rosetta,EG,31.4044,30.4164,16.0,82,40,6.69,scattered clouds
426,Manoel Urbano,BR,-8.8389,-69.2597,24.55,84,100,0.78,overcast clouds
427,Ndele,CF,8.4109,20.6473,23.08,21,5,3.93,clear sky
428,Antofagasta,CL,-23.65,-70.4,19.0,77,75,4.63,broken clouds
429,Rodnykove,UA,45.043,33.9541,7.22,73,67,2.68,broken clouds
430,Poum,NC,-20.2333,164.0167,26.98,81,5,5.78,clear sky
431,Valleyview,CA,55.0667,-117.2859,-20.0,71,97,1.54,overcast clouds
432,Nouadhibou,MR,20.931,-17.0347,17.0,94,76,2.06,broken clouds
433,North Bend,US,43.4065,-124.2243,7.0,93,1,3.6,clear sky
434,Muros,ES,42.7762,-9.0603,7.78,94,98,2.37,overcast clouds
435,Mucurapo,TT,10.6667,-61.5333,25.56,83,20,1.54,few clouds
436,Kerrobert,CA,51.9168,-109.1348,-19.0,84,40,3.6,scattered clouds
437,Finschhafen,PG,-6.6024,147.8681,29.12,75,100,4.19,overcast clouds
438,Chumikan,RU,54.7183,135.315,-25.92,80,5,11.95,clear sky
439,Warwick,US,41.7001,-71.4162,0.0,74,1,3.09,clear sky
440,Morris,US,40.8334,-74.5329,-0.56,81,67,1.22,broken clouds
441,Kunszentmiklos,HU,47.027,19.1258,6.11,87,0,1.07,clear sky
442,Warrnambool,AU,-38.3833,142.4833,16.67,77,94,0.89,overcast clouds
443,Goderich,CA,43.7501,-81.7165,-1.0,86,100,9.26,snow
444,Nanortalik,GL,60.1432,-45.2371,-5.96,78,100,3.96,overcast clouds
445,Harnai,PK,30.1005,67.9374,9.22,40,0,1.95,clear sky
446,Fukue,JP,32.6881,128.8419,11.0,58,75,0.51,broken clouds
447,Charters Towers,AU,-20.1,146.2667,32.03,48,90,5.36,overcast clouds
448,Havre-Saint-Pierre,CA,50.2334,-63.5986,0.0,100,90,2.57,light snow
449,Ceres,US,37.5949,-120.9577,9.0,66,1,2.12,clear sky
450,Vila,PT,42.0304,-8.1588,4.44,94,56,1.87,broken clouds
451,Ancud,CL,-41.8697,-73.8203,20.0,49,0,3.09,clear sky
452,Howell,US,42.6073,-83.9294,0.0,100,90,8.23,snow
453,Bitung,ID,1.4451,125.1824,30.0,74,40,4.12,scattered clouds
454,Roald,NO,62.5833,6.1333,-5.0,63,0,4.12,clear sky
455,Grants,US,35.1473,-107.8514,-1.0,40,1,6.17,clear sky
456,Omboue,GA,-1.5746,9.2618,25.55,87,99,1.79,overcast clouds
457,Namatanai,PG,-3.6667,152.4333,29.23,72,16,2.13,light rain
458,Kuching,MY,1.55,110.3333,24.0,100,40,2.06,moderate rain
459,Itaqui,BR,-29.1253,-56.5531,18.56,78,0,3.36,clear sky
460,Seymchan,RU,62.8833,152.4333,-23.84,86,100,2.29,light snow
461,Igarka,RU,67.4667,86.5833,-37.83,83,70,1.23,broken clouds
462,Norman Wells,CA,65.282,-126.8329,-41.0,66,40,3.09,scattered clouds
463,Milkovo,RU,54.7167,158.6167,-12.88,87,37,1.45,scattered clouds
464,Sinop,TR,41.7711,34.8709,6.64,82,68,3.54,broken clouds
465,Bandipur,NP,27.9333,84.4167,13.72,37,93,0.26,overcast clouds
466,Hovd,MN,48.0056,91.6419,-6.5,78,96,2.34,overcast clouds
467,Hamilton,US,39.1834,-84.5333,2.78,93,90,5.66,light rain
468,Bourail,NC,-21.5667,165.4833,28.1,75,40,3.64,scattered clouds
469,Tomatlan,MX,19.9333,-105.25,18.91,80,0,1.24,clear sky
470,Dingle,PH,10.9995,122.6711,28.19,79,88,7.13,overcast clouds
471,Chitrakonda,IN,18.1167,82.0833,21.43,44,0,0.25,clear sky
472,Lannion,FR,48.75,-3.4167,8.0,100,75,3.09,broken clouds
473,Sur,OM,22.5667,59.5289,17.66,69,0,0.76,clear sky
474,Buchanan,LR,5.8808,-10.0467,25.98,89,29,2.87,scattered clouds
475,Bay Roberts,CA,47.5999,-53.2648,4.0,100,90,3.6,overcast clouds
476,Romny,UA,50.751,33.4747,-6.17,95,100,8.96,overcast clouds
477,Spearfish,US,44.4908,-103.8594,-1.67,86,75,6.69,mist
478,Caravelas,BR,-17.7125,-39.2481,25.0,83,0,3.58,clear sky
479,Gornyy,RU,55.1153,83.9059,-17.42,94,99,2.66,overcast clouds
480,Bambous Virieux,MU,-20.3428,57.7575,26.67,83,40,1.03,light rain
481,Cuamba,MZ,-14.8031,36.5372,20.27,97,62,0.48,moderate rain
482,Kamenka,RU,51.3223,42.7678,3.89,98,100,6.0,moderate rain
483,Morros,BR,-9.4467,-46.3003,22.61,87,64,0.48,broken clouds
484,Chimbote,PE,-9.0853,-78.5783,20.96,77,94,1.94,overcast clouds
485,Lipany,SK,49.1538,20.9638,1.11,99,97,0.26,overcast clouds
486,Havoysund,NO,70.9963,24.6622,-2.0,86,75,3.6,light snow
487,Bystrice,CZ,49.6366,18.7204,1.67,92,99,0.31,overcast clouds
488,Taltal,CL,-25.4,-70.4833,18.05,75,36,0.63,scattered clouds
489,Altagracia De Orituco,VE,9.8601,-66.3814,22.96,85,82,2.86,broken clouds
490,Killybegs,IE,54.6333,-8.45,5.0,93,99,2.68,overcast clouds
491,Vallenar,CL,-28.5708,-70.7581,18.53,62,96,1.07,overcast clouds
492,Khani,GE,41.9563,42.9566,8.0,81,90,3.6,overcast clouds
493,Meulaboh,ID,4.1363,96.1285,28.6,65,29,1.13,scattered clouds
494,Bogorodskoye,RU,56.55,37.8833,-14.27,95,100,3.69,overcast clouds
495,Bambanglipuro,ID,-7.95,110.2833,28.75,71,98,1.62,overcast clouds
496,Maroantsetra,MG,-15.4333,49.7333,23.7,87,41,1.22,light rain
497,Mareeba,AU,-17.0,145.4333,32.78,66,87,3.6,overcast clouds
498,Zaragoza,ES,41.6561,-0.8773,11.67,93,0,0.51,clear sky
499,Alice Springs,AU,-23.7,133.8833,24.0,64,75,4.63,broken clouds
500,Tokat,TR,40.4167,36.5833,-0.33,98,48,2.67,scattered clouds
501,Toamasina,MG,-18.1667,49.3833,24.0,94,20,2.06,few clouds
502,Weihai,CN,37.5017,122.1136,7.06,59,100,7.51,overcast clouds
503,Puerto Boyaca,CO,5.9758,-74.5885,24.7,81,71,0.89,broken clouds
504,Beisfjord,NO,68.3751,17.5988,-5.0,100,75,1.54,broken clouds
505,Nicoya,CR,10.1483,-85.452,25.0,69,0,5.66,clear sky
506,Lappeenranta,FI,61.0587,28.1887,-16.67,80,97,5.1,overcast clouds
507,Havelock,US,34.8791,-76.9013,8.33,70,1,1.54,clear sky
508,Mokhsogollokh,RU,61.4681,128.9203,-32.88,83,90,1.82,overcast clouds
509,Paamiut,GL,61.994,-49.6678,-7.97,74,0,2.5,clear sky
510,Hay River,CA,60.8156,-115.7999,-31.0,75,20,3.09,few clouds
511,Morant Bay,JM,17.8815,-76.4093,26.0,73,75,3.09,broken clouds
512,Santarem,BR,-2.4431,-54.7083,27.0,94,0,3.09,clear sky
513,Rancho Palos Verdes,US,33.7445,-118.387,13.89,88,1,7.2,clear sky
514,Springdale,US,36.1867,-94.1288,1.11,64,1,2.57,clear sky
515,Forio,IT,40.7342,13.8646,13.33,93,100,1.54,overcast clouds
516,Gien,FR,47.6933,2.6309,8.89,98,100,3.36,light rain
517,Arak,IR,34.0917,49.6892,6.24,61,97,1.88,overcast clouds
518,Saint-Joseph,RE,-21.3667,55.6167,27.0,74,0,2.57,light rain
519,Angarsk,RU,52.5367,103.8864,-9.0,73,40,4.0,scattered clouds
520,Celestun,MX,20.8667,-90.4,21.99,65,0,3.56,clear sky
521,Pyshchug,RU,58.8873,45.7134,-12.67,96,100,0.35,overcast clouds
522,Patti,IN,31.2808,74.8572,9.0,87,40,0.91,mist
523,Issoudun,FR,47.0,1.8333,9.0,100,100,1.54,overcast clouds
524,San Andres,CO,12.5847,-81.7006,25.0,94,40,4.12,scattered clouds
525,Zheleznodorozhnyy,RU,55.7503,38.0042,-8.0,86,75,7.0,light snow
526,Cayenne,GF,4.9333,-52.3333,26.0,83,75,4.12,broken clouds
527,Karratha,AU,-20.7377,116.8463,29.64,69,25,6.4,scattered clouds
528,Alekseyevsk,RU,57.8406,108.3492,-15.05,92,99,1.31,overcast clouds
529,Ossora,RU,59.2353,163.0719,-11.87,94,100,8.79,light snow
530,Koutsouras,GR,35.0339,25.9469,13.33,76,0,3.23,clear sky
531,Berezovyy,RU,51.6667,135.7,-22.27,76,85,0.72,overcast clouds
532,Marawi,PH,7.9986,124.2928,27.78,80,68,3.13,broken clouds
533,Baghramyan,AM,40.1934,44.3683,1.0,93,75,0.64,fog
534,Sungairaya,ID,0.7,108.9,25.78,88,100,5.73,overcast clouds
535,Bac Lieu,VN,9.285,105.7244,28.4,62,55,5.66,broken clouds
536,Savannah Bight,HN,16.45,-85.85,22.78,81,0,7.27,clear sky
537,Khandyga,RU,62.6667,135.6,-39.73,77,97,0.85,overcast clouds
538,Matagami,CA,49.7502,-77.6328,-9.0,92,1,4.12,clear sky
539,Ranghulu,CN,46.65,124.8667,-12.86,93,100,2.4,overcast clouds
540,Almeirim,BR,-1.5233,-52.5817,25.22,81,9,3.35,clear sky
541,Pervomayskoye,RU,43.919,46.7102,3.29,95,22,2.52,few clouds
542,Opelousas,US,30.5335,-92.0815,18.33,88,1,3.09,clear sky
543,Mayo,US,38.8876,-76.5119,3.89,81,1,4.12,clear sky
544,Tyup,KG,42.7276,78.3648,-3.86,83,99,1.0,overcast clouds
545,Itoman,JP,26.1247,127.6694,21.67,49,40,3.6,scattered clouds
546,Krasnoselkup,RU,65.7,82.4667,-32.84,86,15,2.69,few clouds
547,Leh,IN,34.1667,77.5833,-13.42,63,100,0.68,overcast clouds
548,Kinshasa,CD,-4.3246,15.3215,24.0,83,20,1.54,light rain
549,Arcos,BR,-20.2819,-45.5394,21.37,89,100,1.42,overcast clouds
550,Vila Velha,BR,-20.3297,-40.2925,26.11,78,40,3.6,scattered clouds
551,Lamar,US,33.6668,-95.5836,7.78,57,1,4.63,clear sky
552,Sungaipenuh,ID,-2.0833,101.3833,25.4,66,76,0.46,broken clouds
553,Dabhoi,IN,22.1833,73.4333,14.0,88,0,3.09,haze
554,Srednekolymsk,RU,67.45,153.6833,-21.12,84,92,6.96,overcast clouds
555,Lac Du Bonnet,CA,50.2536,-96.0612,-17.22,84,100,2.68,light snow
556,Cherskiy,RU,68.75,161.3,-21.0,77,98,3.6,overcast clouds
557,Atambua,ID,-9.1061,124.8925,24.03,90,100,1.43,overcast clouds
558,Bihar,RO,47.15,21.9167,4.0,87,40,2.06,scattered clouds
559,Atasu,KZ,48.6814,71.6433,-8.25,95,60,3.5,broken clouds
560,Loei,TH,17.4167,101.5,20.0,77,0,1.59,clear sky
561,Palmerston,AU,-12.486,130.9833,24.44,94,90,2.06,light rain
562,Goldsboro,US,35.3849,-77.9928,7.0,42,40,2.06,scattered clouds
563,Bongandanga,CD,1.5,21.05,22.38,96,99,1.26,overcast clouds
564,Uyemskiy,RU,64.4743,40.8524,-15.0,72,40,5.0,light snow
565,Sooke,CA,48.3746,-123.7276,9.0,87,100,14.4,overcast clouds
566,Iranshahr,IR,27.2025,60.6848,10.0,16,0,4.12,clear sky
567,Monrovia,LR,6.3005,-10.7969,26.19,89,31,3.15,scattered clouds
568,Kirakira,SB,-10.4544,161.9205,29.13,74,57,4.11,broken clouds
569,Calvinia,ZA,-31.4707,19.776,15.54,73,0,1.01,clear sky
570,Tungor,RU,53.3808,142.9564,-22.75,88,100,8.84,overcast clouds
571,Tonaya,MX,19.7833,-103.9667,22.56,59,0,0.37,clear sky
572,Bandar-E Lengeh,IR,26.5579,54.8807,17.0,82,0,3.09,mist
573,Snyder,US,32.7179,-100.9176,7.0,45,1,3.6,clear sky
574,Bathsheba,BB,13.2167,-59.5167,26.0,65,40,8.23,scattered clouds
575,Maku,IR,39.2911,44.4521,1.36,85,100,2.15,overcast clouds
576,Boa Vista,BR,2.8197,-60.6733,25.0,88,90,7.2,light rain
577,Hobyo,SO,5.3505,48.5268,24.39,79,55,7.19,broken clouds
578,Sheopur,IN,25.6667,76.7,14.88,69,0,2.61,clear sky
579,Saint-Francois,FR,46.4154,3.9054,7.22,100,100,1.03,mist
580,Basavana Bagevadi,IN,16.5833,75.9667,19.62,60,18,5.65,few clouds
581,Borisoglebskiy,RU,57.2586,39.1508,-10.0,79,40,2.0,scattered clouds
582,Ambilobe,MG,-13.2,49.05,23.32,92,90,0.9,overcast clouds
583,Batagay-Alyta,RU,67.8006,130.4114,-29.02,85,100,1.3,overcast clouds
584,Odweyne,SO,9.4092,45.064,13.62,43,33,3.27,scattered clouds
585,Jardim,BR,-21.4803,-56.1381,21.59,93,66,1.79,broken clouds
586,Siklos,HU,45.855,18.2975,6.67,87,0,2.06,clear sky
587,Damghan,IR,36.1683,54.348,4.0,68,75,0.86,broken clouds
588,Luderitz,NA,-26.6481,15.1594,18.88,64,0,7.73,clear sky
589,Fort Wellington,GY,6.4,-57.6,25.08,79,76,5.57,broken clouds
590,Moyo,UG,3.6609,31.7247,22.12,33,56,1.16,broken clouds
591,Gunjur,GM,13.2019,-16.7339,21.0,78,0,4.63,clear sky
592,Jitra,MY,6.2681,100.4217,28.0,65,20,3.09,few clouds
593,Kondinskoye,RU,59.6481,67.41,-11.91,96,98,2.81,overcast clouds
594,Dingli,MT,35.8614,14.3822,16.11,82,0,2.57,clear sky
595,Kudahuvadhoo,MV,2.6708,72.8944,27.76,72,100,8.3,overcast clouds
596,Nador,MA,35.174,-2.9287,21.0,88,20,5.66,few clouds
597,Thanh Hoa,VN,19.8,105.7667,22.94,64,39,1.98,scattered clouds
598,Novyy Urengoy,RU,66.0833,76.6333,-30.64,87,35,3.53,scattered clouds
599,Doha,QA,25.2867,51.5333,19.0,94,0,0.51,clear sky
600,Sibolga,ID,1.7427,98.7792,29.25,63,100,0.75,overcast clouds
601,Kautokeino,NO,69.0125,23.0412,-6.69,96,100,4.98,overcast clouds
602,Morondava,MG,-20.2833,44.2833,26.93,81,100,1.92,light rain
603,Touros,BR,-5.1989,-35.4608,26.0,78,20,4.12,few clouds
604,Asyut,EG,27.181,31.1837,8.0,76,0,4.12,clear sky
605,Belmonte,BR,-15.8631,-38.8828,25.0,83,20,3.09,few clouds
606,Dodoma,TZ,-6.1722,35.7395,17.12,93,5,1.21,clear sky
607,Pacific Grove,US,36.6177,-121.9166,11.67,81,1,2.06,clear sky
608,Karachi,PK,24.9056,67.0822,14.0,41,0,1.54,haze
609,Chirongui,YT,-12.9319,45.1483,26.0,89,0,1.54,light rain
610,Sursk,RU,53.0754,45.6846,2.78,99,100,5.81,overcast clouds
611,Formosa Do Rio Preto,BR,-11.0483,-45.1931,21.55,91,57,1.07,broken clouds
612,Palo,PH,11.1333,124.9667,27.86,82,53,4.24,broken clouds
613,Port-Cartier,CA,50.0334,-66.8654,-1.0,80,90,2.06,overcast clouds
614,Kousseri,CM,12.0769,15.0306,20.0,22,0,5.14,dust
615,Camacha,PT,33.0833,-16.3333,12.0,66,75,9.77,broken clouds
616,Skjervoy,NO,70.0311,20.9714,0.64,90,100,8.91,light snow
617,Khor,RU,47.8861,134.9464,-20.18,85,0,5.04,clear sky
618,Tieli,CN,46.95,128.05,-11.0,93,100,2.65,overcast clouds
619,High Rock,BS,26.6208,-78.2833,14.0,72,0,2.06,clear sky
620,Varhaug,NO,58.6147,5.6457,-7.78,53,0,2.06,clear sky
621,El Dorado,US,38.7666,-120.5177,5.0,82,6,3.88,clear sky
622,Praia Da Vitoria,PT,38.7333,-27.0667,11.0,87,75,8.93,broken clouds
623,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,-7.0,92,82,1.54,broken clouds
624,Aquiraz,BR,-3.9014,-38.3911,27.0,83,20,3.6,few clouds
625,Murchison,NZ,-41.8,172.3333,24.32,37,7,2.8,clear sky
626,Komsomolskiy,UZ,40.4272,71.7189,0.0,64,1,3.09,clear sky
627,Lorengau,PG,-2.0226,147.2712,26.98,78,100,3.29,overcast clouds
628,Baykit,RU,61.67,96.37,-18.13,88,100,1.4,overcast clouds
629,Benjamin Aceval,PY,-24.9667,-57.5667,21.0,83,0,2.06,clear sky
630,Huambo,AO,-12.7761,15.7392,15.06,80,33,0.51,scattered clouds
631,Mankono,CI,8.0586,-6.1897,24.2,69,42,2.52,scattered clouds
632,Dalbandin,PK,28.8947,64.4101,6.95,50,0,2.01,clear sky
633,Rapid Valley,US,44.0625,-103.1463,-0.56,54,40,6.69,scattered clouds
634,Ibirataia,BR,-14.0669,-39.6406,21.46,96,54,0.59,broken clouds
635,Constantine,DZ,36.365,6.6147,6.0,61,0,1.03,clear sky
636,Nishihara,JP,26.1842,127.7558,22.0,42,75,2.06,broken clouds
637,Naregal,IN,15.5833,75.8167,20.63,59,66,4.36,broken clouds
638,Makinsk,KZ,52.6292,70.4169,-6.25,98,82,3.45,broken clouds
639,Aksarka,RU,66.5606,67.7975,-30.64,87,64,2.42,broken clouds
640,Kamen-Rybolov,RU,44.7481,132.0403,-14.28,91,53,4.01,broken clouds
641,Sindi,IN,20.8,78.8667,20.0,45,0,0.95,haze
642,Abeche,TD,13.8292,20.8324,18.02,27,33,7.63,scattered clouds
643,Kemijarvi,FI,66.7131,27.4306,-11.88,95,78,2.75,broken clouds
644,Ihosy,MG,-22.4,46.1167,21.16,90,82,1.57,broken clouds
645,Roros,NO,62.5747,11.3842,-27.0,76,90,1.03,light snow
646,Hualmay,PE,-11.0964,-77.6139,21.2,82,98,2.54,overcast clouds
647,Carutapera,BR,-1.195,-46.02,25.85,87,76,3.02,broken clouds
648,Klamath Falls,US,42.2249,-121.7817,-1.0,80,1,0.71,clear sky
649,Oriximina,BR,-1.7656,-55.8661,25.38,81,2,1.41,clear sky
650,Hwange,ZW,-18.3693,26.5019,19.68,94,20,0.54,few clouds
651,Mahon,ES,39.8885,4.2658,12.0,94,90,3.6,fog
652,Bloemfontein,ZA,-29.1211,26.214,16.0,100,0,1.03,clear sky
653,Salinas,US,36.6777,-121.6555,12.0,66,1,1.3,clear sky
654,Nautla,MX,20.2167,-96.7833,20.98,83,0,5.31,clear sky
655,Zhuhai,CN,22.2769,113.5678,22.78,68,20,2.57,few clouds
656,Verkhoyansk,RU,67.5447,133.385,-35.28,79,100,1.15,overcast clouds
657,Xining,CN,36.6167,101.7667,-3.12,57,0,1.39,clear sky
658,Shirokiy,RU,49.758,129.523,-22.9,90,100,3.15,overcast clouds
659,Carballo,ES,43.213,-8.691,8.33,97,67,0.65,broken clouds
660,Katsuura,JP,35.1333,140.3,8.0,42,40,2.06,scattered clouds
661,Kabalo,CD,-6.05,26.9167,20.52,95,79,0.88,broken clouds
662,Pozoblanco,ES,38.3791,-4.8483,10.0,100,0,1.03,clear sky
663,Altus,US,34.6381,-99.334,6.0,39,1,4.12,clear sky
664,Nianzishan,CN,47.5167,122.8833,-10.21,89,18,1.68,few clouds
665,Santa Barbara,US,34.7333,-120.0343,10.0,87,1,2.13,clear sky
666,Nandikotkur,IN,15.8667,78.2667,20.94,50,0,3.27,clear sky
667,Coari,BR,-4.085,-63.1414,24.2,95,94,0.27,overcast clouds
668,Westport,US,41.1415,-73.3579,1.67,80,1,1.54,clear sky
669,Huanren,CN,41.2647,125.3667,-3.58,93,94,3.35,overcast clouds
670,Si Sa Ket,TH,14.8333,104.3333,28.33,63,0,1.48,clear sky
671,Maragogi,BR,-9.0122,-35.2225,25.48,83,19,4.06,few clouds
672,Atar,MR,20.5169,-13.0499,15.43,53,100,3.11,overcast clouds
673,Nortelandia,BR,-14.4547,-56.8028,23.43,90,99,1.27,overcast clouds
674,Kenai,US,60.5544,-151.2583,-7.78,79,90,4.12,overcast clouds
675,Altamira,BR,-3.2033,-52.2064,23.92,84,16,1.76,few clouds
676,Sao Joao Da Barra,BR,-21.6403,-41.0511,25.06,82,0,9.09,clear sky
677,Niamey,NE,13.5137,2.1098,22.0,18,0,1.54,clear sky
678,Puqi,CN,29.7167,113.8833,8.99,92,100,2.44,light rain
679,Poltavka,RU,54.3663,71.7632,-7.68,98,99,3.59,overcast clouds
680,Perelyub,RU,51.8667,50.3667,2.28,97,100,6.71,light rain
681,Yala,TH,6.3333,101.25,29.0,65,20,2.57,few clouds
682,Leshukonskoye,RU,64.8989,45.7622,-16.88,93,100,4.76,light snow
683,Huilong,CN,31.8111,121.655,9.44,77,100,1.79,overcast clouds
684,Vestmannaeyjar,IS,63.4427,-20.2734,4.24,73,100,13.86,overcast clouds
685,Port Lincoln,AU,-34.7333,135.8667,19.18,59,68,10.27,broken clouds
686,Deloraine,AU,-41.5333,146.6667,21.67,94,100,1.65,moderate rain
687,Batsfjord,NO,70.6345,29.7185,-3.82,92,100,5.57,light snow
688,Kaeo,NZ,-35.1,173.7833,24.44,65,98,3.13,overcast clouds
689,Iskateley,RU,67.6803,53.1512,-26.67,87,94,6.24,overcast clouds
690,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,23.49,97,100,0.55,overcast clouds
691,Port Hedland,AU,-20.3167,118.5667,29.48,69,65,4.72,light rain
692,Zhoucheng,CN,35.9122,116.3117,11.02,45,100,3.37,overcast clouds
693,Nanpiao,CN,41.0982,120.7479,7.16,47,0,3.4,clear sky
694,Dombas,NO,62.0696,9.1235,-17.22,79,1,1.2,clear sky
695,Wanaka,NZ,-44.7,169.15,23.85,42,78,1.89,broken clouds
696,Cabedelo,BR,-6.9811,-34.8339,26.0,83,20,2.57,few clouds
697,Shingu,JP,33.7333,135.9833,10.0,43,40,3.09,scattered clouds
698,Kompaniyivka,UA,48.2511,32.208,-2.54,94,97,9.55,overcast clouds
699,Maniitsoq,GL,65.4167,-52.9,-9.81,72,100,2.25,overcast clouds
